0	0.008378353	0.021357438
0.09	0.008378353	0.021357438
0.18	0.008378353	0.021357438
0.27	0.008378353	0.021357438
0.36	0.008378353	0.021357438
0.45	0.008378353	0.021357438
0.54	0.008378353	0.021357438
0.63	0.008378353	0.021357438
0.72	0.008378353	0.021357438
0.81	0.008378353	0.021357438
0.9	0.008378353	0.021357438
0.99	0.008378353	0.021357438
1.08	0.008378353	0.021357438
1.17	0.008378353	0.021357438
1.26	0.008378353	0.021357438
1.35	0.008378353	0.021357438
1.44	0.008378353	0.021357438
1.53	0.008378353	0.021357438
1.62	0.008378353	0.021357438
1.71	0.008378353	0.021357438
1.8	0.008378353	0.021357438
1.89	0.008378353	0.021357438
1.98	0.008378353	0.021357438
2.07	0.008378353	0.021357438
2.16	0.008378353	0.021357438
2.25	0.008378353	0.021357438
2.34	0.008378353	0.021357438
2.43	0.008378353	0.021357438
2.52	0.008378353	0.021357438
2.61	0.008378353	0.021357438
2.7	0.008378353	0.021357438
2.79	0.008378353	0.021357438
2.88	0.008378353	0.021357438
2.97	0.008378353	0.021357438
3.06	0.008378353	0.021357438
3.15	0.008378353	0.021357438
3.24	0.008378353	0.021357438
3.33	0.008378353	0.021357438
3.42	0.008378353	0.021357438
3.51	0.008378353	0.021357438
3.6	0.008378353	0.021357438
3.69	0.008378353	0.021357438
3.78	0.008378353	0.021357438
3.87	0.008378353	0.021357438
3.96	0.008378353	0.021357438
4.05	0.008378353	0.021357438
4.14	0.008378353	0.021357438
4.23	0.008378353	0.021357438
4.32	0.008378353	0.021357438
4.41	0.008378353	0.021357438
4.5	0.008378353	0.021357438
4.59	0.008378353	0.021357438
4.68	0.008378353	0.021357438
4.77	0.008378353	0.021357438
4.86	0.008378353	0.021357438
4.95	0.008378353	0.021357438
5.04	0.008378353	0.021357438
5.13	0.008378353	0.021357438
5.22	0.008378353	0.021357438
5.31	0.008378353	0.021357438
5.4	0.008378353	0.021357438
5.49	0.008378353	0.021357438
5.58	0.008378353	0.021357438
5.67	0.008378353	0.021357438
5.76	0.008378353	0.021357438
5.85	0.008378353	0.021357438
5.94	0.008378353	0.021357438
6.03	0.008378353	0.021357438
6.12	0.008378353	0.021357438
6.21	0.008378353	0.021357438
6.3	0.008378353	0.021357438
6.39	0.008378353	0.021357438
6.48	0.008378353	0.021357438
6.57	0.008378353	0.021357438
6.66	0.008378353	0.021357438
6.75	0.008378353	0.021357438
6.84	0.008378353	0.021357438
6.93	0.008378353	0.021357438
7.02	0.008378353	0.021357438
7.11	0.008378353	0.021357438
7.2	0.008378353	0.021357438
7.29	0.008378353	0.021357438
7.38	0.008378353	0.021357438
7.47	0.008378353	0.021357438
7.56	0.008378353	0.021357438
7.65	0.008378353	0.021357438
7.74	0.008378353	0.021357438
7.83	0.008378353	0.021357438
7.92	0.008378353	0.021357438
8.01	0.008378353	0.021357438
8.1	0.008378353	0.021357438
8.19	0.008378353	0.021357438
8.28	0.008378353	0.021357438
8.37	0.008378353	0.021357438
8.46	0.008378353	0.021357438
8.55	0.008378353	0.021357438
8.64	0.008378353	0.021357438
8.73	0.008378353	0.021357438
8.82	0.008378353	0.021357438
8.91	0.008378353	0.021357438
9	0.008378353	0.021357438
9.09	0.008378353	0.021357438
9.18	0.008378353	0.021357438
9.27	0.008378353	0.021357438
9.36	0.008378353	0.021357438
9.45	0.008378353	0.021357438
9.54	0.008378353	0.021357438
9.63	0.008378353	0.021357438
9.72	0.008378353	0.021357438
9.81	0.008378353	0.021357438
9.9	0.008378353	0.021357438
9.99	0.008378353	0.021357438
10.08	0.008378353	0.021357438
10.17	0.008378353	0.021357438
10.26	0.008378353	0.021357438
10.35	0.008378353	0.021357438
10.44	0.008378353	0.021357438
10.53	0.008378353	0.021357438
10.62	0.008378353	0.021357438
10.71	0.008378353	0.021357438
10.8	0.008378353	0.021357438
10.89	0.008378353	0.021357438
10.98	0.008378353	0.021357438
11.07	0.008378353	0.021357438
11.16	0.008378353	0.021357438
11.25	0.008378353	0.021357438
11.34	0.008378353	0.021357438
11.43	0.008378353	0.021357438
11.52	0.008378353	0.021357438
11.61	0.008378353	0.021357438
11.7	0.008378353	0.021357438
11.79	0.008378353	0.021357438
11.88	0.008378353	0.021357438
11.97	0.008378353	0.021357438
12.06	0.008378353	0.021357438
12.15	0.008378353	0.021357438
12.24	0.008378353	0.021357438
12.33	0.008378353	0.021357438
12.42	0.008378353	0.021357438
12.51	0.008378353	0.021357438
12.6	0.008378353	0.021357438
12.69	0.008378353	0.021357438
12.78	0.008378353	0.021357438
12.87	0.008378353	0.021357438
12.96	0.008378353	0.021357438
13.05	0.008378353	0.021357438
13.14	0.008378353	0.021357438
13.23	0.008378353	0.021357438
13.32	0.008378353	0.021357438
13.41	0.008378353	0.021357438
13.5	0.008378353	0.021357438
13.59	0.008378353	0.021357438
13.68	0.008378353	0.021357438
13.77	0.008378353	0.021357438
13.86	0.008378353	0.021357438
13.95	0.008378353	0.021357438
14.04	0.008378353	0.021357438
14.13	0.008378353	0.021357438
14.22	0.008378353	0.021357438
14.31	0.008378353	0.021357438
14.4	0.008378353	0.021357438
14.49	0.008378353	0.021357438
14.58	0.008378353	0.021357438
14.67	0.008378353	0.021357438
14.76	0.008378353	0.021357438
14.85	0.008378353	0.021357438
14.94	0.008378353	0.021357438
15.03	0.008378353	0.021357438
15.12	0.008378353	0.021357438
15.21	0.008378353	0.021357438
15.3	0.008378353	0.021357438
15.39	0.008378353	0.021357438
15.48	0.008378353	0.021357438
15.57	0.008378353	0.021357438
15.66	0.008378353	0.021357438
15.75	0.008378353	0.021357438
15.84	0.008378353	0.021357438
15.93	0.008378353	0.021357438
16.02	0.008378353	0.021357438
16.11	0.008378353	0.021357438
16.2	0.008378353	0.021357438
16.29	0.008378353	0.021357438
16.38	0.008378353	0.021357438
16.47	0.008378353	0.021357438
